msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
user_0008972,37,30,149,134,1,20150117,20150216,0
user_0008972,37,30,149,149,1,20150216,20150318,0
user_0008972,41,30,149,149,1,20150318,20150417,0
user_0008972,41,30,149,149,1,20150417,20150517,0
user_0008972,41,30,149,149,1,20150517,20150616,0
user_0008972,41,30,149,149,1,20150616,20150716,0
user_0008972,41,180,699,699,1,20150716,20160112,0
user_0008972,40,410,1499,1499,1,20160112,20170225,0
user_0008972,39,30,149,149,1,20170225,20170327,0
user_0008972,39,30,149,149,1,20170327,20170426,0
user_0008973,40,30,149,149,1,20150531,20150630,0
user_0008973,41,90,399,399,1,20150630,20150928,0
user_0008973,34,30,149,149,1,20150928,20151028,0
user_0008973,41,90,399,399,1,20151028,20160126,0
user_0008974,40,90,399,399,1,20160510,20160808,0
user_0008974,40,30,149,149,1,20160808,20160907,0
user_0008974,36,30,149,149,1,20160907,20161007,0
user_0008974,41,30,149,134,1,20161007,20161106,0
user_0008974,37,90,399,399,1,20161106,20170204,0
user_0008974,41,410,1499,1499,1,20170204,20180321,0
user_0008975,36,410,1499,1499,1,20150213,20160329,0
user_0008976,41,90,399,359,1,20151224,20160323,0
user_0008976,40,30,149,134,1,20160323,20160422,0
user_0008976,41,90,399,399,1,20160422,20160721,0
user_0008976,39,30,149,149,1,20160721,20160820,0
user_0008976,41,30,149,134,0,20160820,20160919,0
user_0008976,38,90,399,399,0,20160923,20161222,0
user_0008976,41,30,149,149,0,20161224,20170123,0
user_0008976,41,410,1499,1499,0,20170123,20180309,1
user_0008977,39,30,149,149,1,20150601,20150701,0
user_0008977,34,30,149,149,0,20150701,20150731,0
user_0008978,31,90,399,399,0,20151226,20160325,0
user_0008978,36,30,149,149,0,20160326,20160425,0
user_0008978,37,30,149,149,0,20160425,20160525,0
user_0008978,40,30,149,149,0,20160525,20160624,0
user_0008978,37,30,149,149,0,20160627,20160727,0
user_0008978,41,30,149,149,1,20160730,20160829,0
user_0008978,40,30,149,149,1,20160829,20160928,0
user_0008978,40,30,149,149,1,20160928,20161028,0
user_0008978,36,30,149,134,1,20161028,20161127,0
user_0008978,38,410,1499,1499,1,20161127,20180111,0
user_0008979,37,410,1499,1499,0,20150517,20160630,0
user_0008980,41,30,149,134,0,20161025,20161124,0
user_0008980,40,30,149,149,0,20161124,20161224,0
user_0008980,41,410,1499,1499,0,20161224,20180207,1
user_0008981,40,30,149,149,1,20150508,20150607,0
user_0008981,36,410,1499,1499,1,20150607,20160721,0
user_0008981,41,90,399,399,1,20160721,20161019,0
user_0008981,41,30,149,134,1,20161019,20161118,0
user_0008981,38,30,149,149,1,20161118,20161218,0
user_0008981,41,30,149,149,1,20161218,20170117,0
user_0008981,41,90,399,399,1,20170117,20170417,0
user_0008982,41,30,149,119,1,20161220,20170119,0
user_0008982,40,30,149,149,1,20170119,20170218,0
user_0008982,39,30,149,149,1,20170218,20170320,0
user_0008982,40,30,149,149,1,20170320,20170419,0
user_0008983,39,30,149,149,1,20150514,20150613,0
user_0008983,36,30,149,149,1,20150613,20150713,0
user_0008983,40,30,149,149,1,20150713,20150812,0
user_0008983,36,90,399,399,1,20150812,20151110,0
user_0008983,36,30,149,149,1,20151110,20151210,0
user_0008983,38,90,399,399,1,20151210,20160309,0
user_0008983,33,180,699,699,1,20160309,20160905,0
user_0008983,41,30,149,149,1,20160905,20161005,0
user_0008983,31,30,149,149,1,20161005,20161104,0
user_0008983,39,30,149,149,1,20161104,20161204,0
user_0008983,40,410,1499,1349,1,20161204,20180118,0
user_0008984,38,30,149,149,1,20150805,20150904,0
user_0008984,40,30,149,149,1,20150904,20151004,0
user_0008984,33,30,149,149,1,20151004,20151103,0
user_0008984,41,30,149,149,1,20151103,20151203,0
user_0008984,41,30,149,149,1,20151203,20160102,0
user_0008984,38,30,149,149,1,20160102,20160201,0
user_0008984,40,30,149,149,1,20160201,20160302,0
user_0008984,41,30,149,149,1,20160302,20160401,0
user_0008984,39,180,699,559,1,20160401,20160928,0
user_0008984,41,30,149,149,1,20160928,20161028,0
user_0008984,36,30,149,149,1,20161028,20161127,0
user_0008984,34,410,1499,1499,1,20161127,20180111,0
user_0008985,41,30,149,149,1,20151014,20151113,0
user_0008985,38,30,149,149,1,20151113,20151213,0
user_0008985,36,30,149,149,1,20151213,20160112,0
user_0008985,39,30,149,134,1,20160112,20160211,0
user_0008985,40,30,149,149,1,20160211,20160312,0
user_0008985,41,30,149,149,1,20160312,20160411,0
user_0008985,41,90,399,399,0,20160411,20160710,0
user_0008985,37,30,149,149,0,20160714,20160813,0
user_0008985,41,410,1499,1499,0,20160813,20170927,0
user_0008986,41,30,149,149,1,20160128,20160227,0
user_0008986,33,30,149,149,1,20160227,20160328,0
user_0008986,41,30,149,149,1,20160328,20160427,0
user_0008986,41,30,149,149,1,20160427,20160527,0
user_0008986,41,180,699,699,1,20160527,20161123,0
user_0008986,41,30,149,149,1,20161123,20161223,0
user_0008986,31,410,1499,1499,1,20161223,20180206,0
user_0008987,36,30,149,149,1,20150122,20150221,0
user_0008987,36,30,149,134,1,20150221,20150323,0
user_0008987,40,30,149,149,1,20150323,20150422,0
user_0008987,37,410,1499,1499,1,20150422,20160605,0
user_0008987,38,180,699,699,1,20160605,20161202,0
user_0008987,37,90,399,399,1,20161202,20170302,0
user_0008987,40,30,149,149,1,20170302,20170401,0
user_0008988,40,30,149,119,1,20160522,20160621,0
user_0008988,34,30,149,149,1,20160621,20160721,0
user_0008988,41,30,149,149,1,20160721,20160820,0
user_0008988,41,410,1499,1499,1,20160820,20171004,0
user_0008989,41,30,149,149,1,20150703,20150802,0
user_0008989,40,30,149,149,1,20150802,20150901,0
user_0008989,40,410,1499,1499,1,20150901,20161015,0
user_0008989,39,90,399,399,1,20161015,20170113,0
user_0008989,40,30,149,149,1,20170113,20170212,0
user_0008989,40,410,1499,1499,1,20170212,20180329,0
user_0008990,38,180,699,699,0,20160725,20170121,0
user_0008990,39,30,149,149,0,20170122,20170221,0
user_0008990,40,30,149,149,0,20170222,20170324,0
user_0008990,34,30,149,149,0,20170326,20170425,0
user_0008991,41,30,149,149,1,20160408,20160508,0
user_0008991,40,410,1499,1499,1,20160508,20170622,0
user_0008992,41,180,699,699,1,20150510,20151106,0
user_0008992,41,30,149,149,1,20151106,20151206,0
user_0008992,40,90,399,359,1,20151206,20160305,0
user_0008992,40,30,149,149,1,20160305,20160404,0
user_0008992,41,30,149,149,1,20160404,20160504,0
user_0008992,41,30,149,149,1,20160504,20160603,0
user_0008992,37,30,149,149,1,20160603,20160703,0
user_0008992,40,30,149,149,1,20160703,20160802,0
user_0008992,41,30,149,149,1,20160802,20160901,0
user_0008992,34,30,149,134,1,20160901,20161001,0
user_0008992,41,410,1499,1499,1,20161001,20171115,0
user_0008993,36,30,149,119,1,20160109,20160208,0
user_0008993,36,30,149,149,1,20160208,20160309,0
user_0008993,36,90,399,399,1,20160309,20160607,0
user_0008993,40,30,149,149,1,20160607,20160707,0
user_0008993,41,30,149,149,1,20160707,20160806,0
user_0008993,38,30,149,149,1,20160806,20160905,0
user_0008993,40,30,149,134,1,20160905,20161005,0
user_0008993,41,30,149,149,1,20161005,20161104,0
user_0008993,40,30,149,149,1,20161104,20161204,0
user_0008993,40,30,149,149,1,20161204,20170103,0
user_0008993,37,90,399,399,1,20170103,20170403,0
user_0008994,40,30,149,134,1,20161115,20161215,0
user_0008994,33,30,149,119,1,20161215,20170114,0
user_0008994,40,30,149,149,1,20170114,20170213,0
user_0008994,41,30,149,149,1,20170213,20170315,0
user_0008994,40,410,1499,1499,0,20170315,20180429,0
user_0008995,36,410,1499,1499,1,20160413,20170528,0
user_0008996,36,30,149,134,0,20150308,20150407,0
user_0008996,40,30,149,149,0,20150409,20150509,0
user_0008996,36,30,149,149,0,20150510,20150609,0
user_0008996,40,30,149,149,0,20150610,20150710,0
user_0008996,41,180,699,699,0,20150714,20160110,0
user_0008996,41,30,149,149,0,20160110,20160209,1
user_0008997,40,30,149,149,0,20160510,20160609,0
user_0008998,40,180,699,629,1,20151221,20160618,0
user_0008998,34,30,149,149,1,20160618,20160718,0
user_0008998,33,30,149,149,1,20160718,20160817,0
user_0008998,36,30,149,149,1,20160817,20160916,0
user_0008998,37,30,149,149,1,20160916,20161016,0
user_0008998,41,30,149,149,1,20161016,20161115,0
user_0008998,41,30,149,134,1,20161115,20161215,0
user_0008998,40,30,149,149,1,20161215,20170114,0
user_0008998,41,30,149,134,1,20170114,20170213,0
user_0008998,36,30,149,149,1,20170213,20170315,0
user_0008998,40,30,149,149,1,20170315,20170414,0
user_0008999,34,30,149,149,1,20160628,20160728,0
user_0008999,41,30,149,149,1,20160728,20160827,0
user_0008999,39,30,149,149,1,20160827,20160926,0
user_0008999,34,30,149,149,1,20160926,20161026,0
user_0008999,41,410,1499,1499,1,20161026,20171210,0
user_0009000,40,410,1499,1499,1,20161231,20180214,0
user_0009001,36,30,149,149,1,20150516,20150615,0
user_0009001,34,30,149,149,1,20150615,20150715,0
user_0009001,41,30,149,149,1,20150715,20150814,0
user_0009001,38,30,149,149,1,20150814,20150913,0
user_0009001,40,30,149,149,1,20150913,20151013,0
user_0009001,40,30,149,149,0,20151013,20151112,0
user_0009001,39,30,149,149,0,20151114,20151214,0
user_0009001,40,30,149,149,0,20151216,20160115,0
user_0009001,36,30,149,149,0,20160117,20160216,0
user_0009001,38,180,699,559,0,20160219,20160817,0
user_0009001,40,410,1499,1499,0,20160820,20171004,1
user_0009002,31,30,149,149,0,20150819,20150918,0
user_0009002,39,30,149,149,0,20150921,20151021,0
user_0009002,41,90,399,399,0,20151024,20160122,0
user_0009002,34,90,399,399,0,20160122,20160421,0
user_0009002,41,30,149,149,0,20160421,20160521,0
user_0009002,41,180,699,699,0,20160525,20161121,0
user_0009002,39,30,149,149,0,20161124,20161224,0
user_0009002,38,30,149,134,1,20161224,20170123,0
user_0009002,41,410,1499,1499,1,20170123,20180309,0
user_0009003,40,30,149,149,0,20160706,20160805,0
user_0009003,36,30,149,149,0,20160808,20160907,0
user_0009003,41,90,399,399,0,20160907,20161206,0
user_0009003,40,410,1499,1499,0,20161207,20180121,0
user_0009004,40,410,1499,1499,1,20160527,20170711,1
user_0009005,40,30,149,149,1,20160909,20161009,0
user_0009005,39,30,149,149,1,20161009,20161108,0
user_0009005,40,30,149,149,1,20161108,20161208,0
user_0009005,34,30,149,149,1,20161208,20170107,0
user_0009005,40,180,699,699,1,20170107,20170706,0
user_0009006,36,30,149,134,0,20150831,20150930,0
user_0009007,40,30,149,149,1,20160621,20160721,0
user_0009007,36,410,1499,1499,1,20160721,20170904,0
user_0009008,34,30,149,149,1,20161203,20170102,0
user_0009008,41,30,149,149,1,20170102,20170201,0
user_0009008,41,30,149,149,1,20170201,20170303,0
user_0009008,41,30,149,149,1,20170303,20170402,0
user_0009009,40,30,149,149,0,20160130,20160229,0
user_0009009,38,30,149,149,0,20160301,20160331,0
user_0009009,38,90,399,399,0,20160401,20160630,0
user_0009009,41,30,149,149,0,20160704,20160803,0
user_0009009,37,30,149,149,0,20160806,20160905,0
user_0009009,38,30,149,149,1,20160906,20161006,0
user_0009009,36,30,149,149,1,20161006,20161105,0
user_0009009,41,30,149,149,1,20161105,20161205,0
user_0009009,36,30,149,149,1,20161205,20170104,0
user_0009009,41,90,399,399,1,20170104,20170404,0
user_0009010,41,30,149,149,1,20160621,20160721,0
user_0009010,41,30,149,149,1,20160721,20160820,0
user_0009010,41,180,699,699,1,20160820,20170216,0
user_0009010,40,410,1499,1499,1,20170216,20180402,0
user_0009011,40,30,149,149,1,20150327,20150426,0
user_0009011,40,410,1499,1499,1,20150426,20160609,0
user_0009011,33,410,1499,1199,1,20160609,20170724,0
user_0009012,33,30,149,149,0,20160205,20160306,0
user_0009012,39,90,399,399,0,20160309,20160607,0
user_0009012,37,30,149,149,0,20160607,20160707,0
user_0009012,41,30,149,149,0,20160710,20160809,0
user_0009012,39,410,1499,1499,0,20160813,20170927,0
user_0009013,41,30,149,149,1,20150627,20150727,0
user_0009013,41,90,399,359,1,20150727,20151025,0
user_0009013,41,30,149,149,1,20151025,20151124,0
user_0009013,37,30,149,149,1,20151124,20151224,0
user_0009013,41,180,699,699,1,20151224,20160621,0
user_0009013,40,30,149,149,1,20160621,20160721,0
user_0009013,39,180,699,699,1,20160721,20170117,0
user_0009013,41,410,1499,1499,1,20170117,20180303,1
user_0009014,34,30,149,149,1,20150928,20151028,0
user_0009014,36,30,149,149,1,20151028,20151127,0
user_0009014,39,90,399,399,0,20151127,20160225,0
user_0009014,39,30,149,149,0,20160225,20160326,0
user_0009014,36,180,699,699,0,20160328,20160924,0
user_0009014,33,30,149,149,0,20160924,20161024,0
user_0009014,41,30,149,149,0,20161026,20161125,0
user_0009014,32,30,149,149,0,20161126,20161226,0
user_0009014,34,30,149,134,0,20161228,20170127,0
user_0009014,41,30,149,149,0,20170127,20170226,0
user_0009014,41,30,149,149,0,20170227,20170329,0
user_0009014,41,180,699,559,0,20170329,20170925,0
user_0009015,41,30,149,149,0,20151230,20160129,0
user_0009015,41,30,149,119,0,20160201,20160302,0
user_0009015,36,180,699,699,0,20160303,20160830,1
user_0009016,36,90,399,399,0,20150617,20150915,0
user_0009016,40,30,149,149,0,20150919,20151019,0
user_0009016,39,30,149,149,0,20151022,20151121,0
user_0009016,38,30,149,149,0,20151125,20151225,0
user_0009016,41,30,149,149,0,20151228,20160127,0
user_0009016,41,30,149,149,0,20160131,20160301,0
user_0009016,41,30,149,149,0,20160305,20160404,0
user_0009016,39,30,149,149,0,20160404,20160504,0
user_0009016,32,30,149,149,0,20160508,20160607,0
user_0009016,34,30,149,149,0,20160611,20160711,0
user_0009016,38,410,1499,1499,0,20160712,20170826,0
user_0009017,39,30,149,149,1,20150916,20151016,0
user_0009017,41,30,149,134,1,20151016,20151115,0
user_0009017,33,30,149,149,1,20151115,20151215,0
user_0009017,41,30,149,149,1,20151215,20160114,0
user_0009017,41,30,149,149,1,20160114,20160213,0
user_0009017,40,30,149,149,1,20160213,20160314,0
user_0009017,39,90,399,399,1,20160314,20160612,0
user_0009017,38,30,149,149,1,20160612,20160712,0
user_0009017,40,30,149,149,1,20160712,20160811,0
user_0009017,39,180,699,699,1,20160811,20170207,0
user_0009017,31,30,149,134,1,20170207,20170309,0
user_0009017,40,90,399,319,1,20170309,20170607,0
user_0009018,41,90,399,399,1,20160414,20160713,0
user_0009018,41,30,149,149,1,20160713,20160812,0
user_0009018,36,30,149,149,1,20160812,20160911,0
user_0009018,40,30,149,149,1,20160911,20161011,0
user_0009018,39,30,149,149,1,20161011,20161110,0
user_0009018,39,180,699,699,1,20161110,20170509,0
user_0009019,39,30,149,149,1,20151030,20151129,0
user_0009019,34,30,149,149,1,20151129,20151229,0
user_0009019,34,30,149,149,1,20151229,20160128,0
user_0009019,34,180,699,699,1,20160128,20160726,0
user_0009019,40,30,149,134,1,20160726,20160825,0
user_0009019,41,30,149,149,1,20160825,20160924,0
user_0009019,41,410,1499,1499,1,20160924,20171108,0
user_0009020,33,30,149,149,1,20160513,20160612,0
user_0009020,40,30,149,149,1,20160612,20160712,0
user_0009020,39,30,149,149,1,20160712,20160811,0
user_0009020,40,30,149,149,1,20160811,20160910,0
user_0009020,40,30,149,149,1,20160910,20161010,0
user_0009020,41,410,1499,1499,1,20161010,20171124,0
user_0009021,40,30,149,149,0,20150719,20150818,0
user_0009021,34,90,399,399,0,20150818,20151116,0
user_0009022,40,30,149,149,1,20150731,20150830,0
user_0009022,41,90,399,319,1,20150830,20151128,0
user_0009022,33,30,149,149,1,20151128,20151228,0
user_0009023,41,90,399,399,1,20151225,20160324,0
user_0009023,38,30,149,149,1,20160324,20160423,0
user_0009023,39,30,149,149,1,20160423,20160523,0
user_0009023,41,30,149,149,1,20160523,20160622,0
user_0009023,40,30,149,149,1,20160622,20160722,1
user_0009024,41,30,149,149,1,20160104,20160203,0
user_0009024,37,30,149,149,1,20160203,20160304,0
user_0009024,37,410,1499,1499,1,20160304,20170418,0
user_0009025,41,30,149,149,0,20160903,20161003,0
user_0009025,41,90,399,399,0,20161006,20170104,0
user_0009025,33,30,149,134,0,20170106,20170205,0
user_0009025,40,30,149,149,0,20170206,20170308,0
user_0009025,32,30,149,149,0,20170312,20170411,1
user_0009026,40,90,399,399,0,20151006,20160104,1
user_0009027,40,30,149,149,0,20150310,20150409,0
user_0009027,36,410,1499,1349,0,20150413,20160527,1
user_0009028,41,30,149,149,1,20160331,20160430,0
user_0009028,41,30,149,149,1,20160430,20160530,0
user_0009028,36,30,149,134,1,20160530,20160629,0
user_0009028,41,90,399,399,1,20160629,20160927,1
user_0009029,41,30,149,149,1,20170109,20170208,1
user_0009030,40,30,149,149,0,20150520,20150619,0
user_0009030,41,30,149,149,0,20150621,20150721,0
user_0009030,40,30,149,134,0,20150723,20150822,0
user_0009031,41,30,149,149,0,20150504,20150603,0
user_0009031,41,180,699,699,0,20150607,20151204,1
user_0009032,41,30,149,149,1,20150705,20150804,0
user_0009032,31,30,149,149,0,20150804,20150903,0
user_0009032,40,410,1499,1349,0,20150905,20161019,1
user_0009033,39,30,149,149,1,20161003,20161102,0
user_0009033,40,30,149,149,1,20161102,20161202,0
user_0009033,40,30,149,149,1,20161202,20170101,0
user_0009033,41,90,399,399,1,20170101,20170401,0
user_0009034,33,30,149,149,1,20160718,20160817,0
user_0009034,41,30,149,149,1,20160817,20160916,0
user_0009034,41,180,699,699,1,20160916,20170315,0
user_0009034,36,30,149,149,1,20170315,20170414,0
user_0009035,40,180,699,699,1,20150620,20151217,0
user_0009035,41,30,149,149,1,20151217,20160116,0
user_0009035,41,30,149,149,1,20160116,20160215,0
user_0009035,36,410,1499,1499,1,20160215,20170331,0
user_0009036,36,410,1499,1499,1,20151207,20170120,0
user_0009036,37,30,149,149,1,20170120,20170219,0
user_0009036,34,30,149,149,1,20170219,20170321,0
user_0009036,40,30,149,149,1,20170321,20170420,0
user_0009037,40,30,149,149,0,20150715,20150814,0
user_0009037,41,30,149,149,0,20150815,20150914,0
user_0009037,36,30,149,149,0,20150916,20151016,0
user_0009038,40,30,149,149,1,20150623,20150723,0
user_0009039,39,30,149,149,1,20161105,20161205,0
user_0009039,40,30,149,149,1,20161205,20170104,0
user_0009039,36,30,149,149,1,20170104,20170203,0
user_0009039,40,30,149,149,1,20170203,20170305,0
user_0009039,41,30,149,149,1,20170305,20170404,0
user_0009040,40,90,399,399,1,20160527,20160825,0
user_0009040,41,90,399,399,1,20160825,20161123,0
user_0009040,39,30,149,149,1,20161123,20161223,0
user_0009041,39,180,699,699,1,20161225,20170623,0
user_0009042,40,30,149,149,1,20150312,20150411,0
user_0009042,32,30,149,149,1,20150411,20150511,0
user_0009042,41,30,149,134,1,20150511,20150610,0
user_0009042,41,90,399,399,1,20150610,20150908,0
user_0009042,41,30,149,149,1,20150908,20151008,0
user_0009042,36,30,149,149,1,20151008,20151107,0
user_0009042,41,30,149,149,1,20151107,20151207,0
user_0009042,40,30,149,149,1,20151207,20160106,0
user_0009042,37,30,149,149,1,20160106,20160205,0
user_0009042,36,30,149,149,1,20160205,20160306,0
user_0009042,40,30,149,149,1,20160306,20160405,0
user_0009042,40,30,149,149,1,20160405,20160505,0
user_0009042,40,90,399,359,1,20160505,20160803,0
user_0009042,41,30,149,149,1,20160803,20160902,0
user_0009042,41,30,149,149,1,20160902,20161002,0
user_0009043,41,30,149,149,0,20160226,20160327,0
user_0009043,38,90,399,399,0,20160331,20160629,1
user_0009044,38,30,149,149,1,20160222,20160323,0
user_0009044,41,30,149,149,1,20160323,20160422,0
user_0009044,40,30,149,149,1,20160422,20160522,0
user_0009044,36,30,149,149,1,20160522,20160621,0
user_0009044,39,30,149,149,1,20160621,20160721,0
user_0009044,41,30,149,149,1,20160721,20160820,0
user_0009044,41,30,149,149,1,20160820,20160919,0
user_0009044,40,30,149,134,1,20160919,20161019,0
user_0009044,36,30,149,134,1,20161019,20161118,0
user_0009044,41,30,149,134,1,20161118,20161218,0
user_0009044,39,30,149,119,1,20161218,20170117,0
user_0009044,40,30,149,149,1,20170117,20170216,0
user_0009044,40,410,1499,1499,1,20170216,20180402,0
user_0009045,41,90,399,399,0,20160716,20161014,1
user_0009046,40,30,149,149,0,20160602,20160702,0
user_0009046,40,30,149,149,0,20160705,20160804,0
user_0009046,41,30,149,149,0,20160808,20160907,0
user_0009046,41,30,149,149,0,20160908,20161008,0
user_0009046,40,30,149,149,0,20161011,20161110,0
user_0009046,38,30,149,134,0,20161114,20161214,0
user_0009046,34,30,149,149,0,20161218,20170117,0
user_0009047,41,30,149,149,1,20150715,20150814,0
user_0009047,38,30,149,149,1,20150814,20150913,0
user_0009047,38,180,699,699,1,20150913,20160311,0
user_0009047,38,30,149,149,1,20160311,20160410,0
user_0009047,32,30,149,119,1,20160410,20160510,0
user_0009047,39,30,149,149,1,20160510,20160609,0
user_0009047,41,180,699,699,1,20160609,20161206,0
user_0009047,41,30,149,149,1,20161206,20170105,0
user_0009048,38,30,149,149,1,20150123,20150222,0
user_0009048,40,410,1499,1499,1,20150222,20160407,0
user_0009048,36,30,149,149,1,20160407,20160507,0
user_0009048,36,30,149,149,1,20160507,20160606,0
user_0009048,38,30,149,149,1,20160606,20160706,0
user_0009048,36,30,149,149,1,20160706,20160805,0
user_0009048,40,30,149,149,1,20160805,20160904,0
user_0009048,38,410,1499,1499,1,20160904,20171019,0
user_0009049,40,180,699,699,1,20150315,20150911,0
user_0009049,40,30,149,149,1,20150911,20151011,0
user_0009049,41,30,149,149,1,20151011,20151110,0
user_0009049,41,30,149,149,1,20151110,20151210,0
user_0009049,40,90,399,399,1,20151210,20160309,0
user_0009049,40,30,149,149,1,20160309,20160408,0
user_0009049,37,30,149,149,1,20160408,20160508,0
user_0009049,41,30,149,149,1,20160508,20160607,0
user_0009049,38,30,149,149,1,20160607,20160707,0
user_0009049,39,180,699,699,1,20160707,20170103,0
user_0009049,39,30,149,149,1,20170103,20170202,0
user_0009049,41,410,1499,1499,1,20170202,20180319,0
user_0009050,39,30,149,149,0,20160505,20160604,0
user_0009050,40,180,699,629,0,20160608,20161205,0
user_0009051,39,30,149,149,1,20150915,20151015,0
user_0009051,40,30,149,119,1,20151015,20151114,0
user_0009051,40,30,149,149,1,20151114,20151214,0
user_0009051,38,90,399,399,1,20151214,20160313,0
user_0009051,40,90,399,359,1,20160313,20160611,0
user_0009051,36,90,399,399,1,20160611,20160909,0
user_0009051,41,30,149,149,1,20160909,20161009,0
user_0009051,36,30,149,149,0,20161009,20161108,0
user_0009051,34,30,149,149,0,20161108,20161208,0
user_0009051,39,30,149,149,0,20161211,20170110,0
user_0009051,39,30,149,149,0,20170110,20170209,0
user_0009051,34,30,149,119,0,20170210,20170312,0
user_0009051,31,30,149,149,0,20170314,20170413,0
user_0009052,40,30,149,149,1,20150924,20151024,0
user_0009052,33,90,399,399,1,20151024,20160122,0
user_0009052,34,30,149,149,1,20160122,20160221,0
user_0009052,39,30,149,149,1,20160221,20160322,0
user_0009052,41,30,149,149,1,20160322,20160421,0
user_0009052,41,30,149,149,1,20160421,20160521,0
user_0009052,37,90,399,359,1,20160521,20160819,0
user_0009052,41,30,149,119,1,20160819,20160918,0
user_0009052,38,30,149,149,0,20160918,20161018,0
user_0009052,41,180,699,699,0,20161018,20170416,0
user_0009053,40,30,149,149,1,20150822,20150921,0
user_0009053,36,30,149,149,1,20150921,20151021,0
user_0009053,33,30,149,149,1,20151021,20151120,0
user_0009053,40,30,149,149,1,20151120,20151220,0
user_0009053,39,30,149,149,1,20151220,20160119,0
user_0009053,41,30,149,149,1,20160119,20160218,0
user_0009053,39,30,149,149,1,20160218,20160319,0
user_0009053,41,180,699,699,1,20160319,20160915,0
user_0009053,41,30,149,149,1,20160915,20161015,0
user_0009053,41,30,149,149,1,20161015,20161114,0
user_0009053,41,30,149,149,1,20161114,20161214,0
user_0009053,41,30,149,119,1,20161214,20170113,0
user_0009053,37,90,399,399,1,20170113,20170413,0
user_0009054,41,90,399,399,1,20160722,20161020,0
user_0009054,41,30,149,149,1,20161020,20161119,0
user_0009054,40,30,149,149,1,20161119,20161219,0
user_0009054,33,90,399,399,1,20161219,20170319,0
user_0009054,36,30,149,149,1,20170319,20170418,0
user_0009055,32,30,149,134,0,20150901,20151001,0
user_0009055,33,30,149,149,0,20151002,20151101,0
user_0009055,40,30,149,149,0,20151101,20151201,0
user_0009055,38,410,1499,1499,0,20151203,20170116,0
user_0009056,41,90,399,399,1,20161107,20170205,0
user_0009056,41,30,149,149,1,20170205,20170307,0
user_0009056,41,30,149,119,1,20170307,20170406,0
user_0009057,31,90,399,399,0,20160426,20160725,0
user_0009057,41,30,149,149,0,20160726,20160825,0
user_0009057,41,30,149,149,0,20160828,20160927,0
user_0009057,41,30,149,134,0,20161001,20161031,0
user_0009057,36,90,399,399,0,20161102,20170131,0
user_0009057,39,30,149,149,0,20170202,20170304,0
user_0009057,36,90,399,399,0,20170305,20170603,0
user_0009058,39,30,149,149,1,20150820,20150919,0
user_0009058,41,180,699,699,1,20150919,20160317,0
user_0009058,37,30,149,149,1,20160317,20160416,0
user_0009058,38,30,149,149,1,20160416,20160516,0
user_0009058,39,90,399,399,1,20160516,20160814,0
user_0009058,36,30,149,149,1,20160814,20160913,0
user_0009058,38,30,149,149,1,20160913,20161013,0
user_0009058,37,30,149,149,1,20161013,20161112,0
user_0009058,40,30,149,149,1,20161112,20161212,0
user_0009058,39,90,399,399,1,20161212,20170312,0
user_0009058,40,30,149,149,1,20170312,20170411,0
user_0009059,41,180,699,699,1,20150526,20151122,0
user_0009059,40,30,149,149,1,20151122,20151222,0
user_0009059,31,90,399,399,1,20151222,20160321,0
user_0009059,34,90,399,399,1,20160321,20160619,0
user_0009059,36,30,149,149,1,20160619,20160719,0
user_0009059,32,30,149,149,1,20160719,20160818,0
user_0009059,41,30,149,149,1,20160818,20160917,0
user_0009059,39,30,149,119,1,20160917,20161017,0
user_0009059,41,30,149,149,1,20161017,20161116,0
user_0009059,36,30,149,149,1,20161116,20161216,0
user_0009059,41,90,399,319,1,20161216,20170316,0
user_0009059,37,30,149,149,1,20170316,20170415,0
user_0009060,40,30,149,149,0,20150322,20150421,0
user_0009060,41,30,149,149,0,20150425,20150525,0
user_0009060,41,90,399,399,0,20150529,20150827,0
user_0009060,40,90,399,399,0,20150831,20151129,0
user_0009060,37,90,399,399,0,20151130,20160228,1
user_0009061,37,30,149,149,1,20151012,20151111,0
user_0009061,32,90,399,319,1,20151111,20160209,0
user_0009061,37,30,149,149,1,20160209,20160310,0
user_0009061,37,90,399,399,1,20160310,20160608,0
user_0009061,41,90,399,399,1,20160608,20160906,0
user_0009061,32,30,149,149,1,20160906,20161006,0
user_0009061,40,30,149,149,1,20161006,20161105,0
user_0009061,40,30,149,134,1,20161105,20161205,0
user_0009061,39,30,149,149,1,20161205,20170104,0
user_0009062,40,410,1499,1499,1,20161206,20180120,1
user_0009063,39,30,149,134,1,20160307,20160406,0
user_0009063,41,30,149,149,1,20160406,20160506,0
user_0009063,40,410,1499,1499,1,20160506,20170620,0
user_0009064,34,30,149,149,1,20150517,20150616,0
user_0009064,41,410,1499,1499,1,20150616,20160730,0
user_0009064,38,30,149,149,1,20160730,20160829,0
user_0009064,40,30,149,149,1,20160829,20160928,0
user_0009065,41,30,149,149,1,20170106,20170205,0
user_0009065,34,30,149,149,1,20170205,20170307,0
user_0009065,41,30,149,149,1,20170307,20170406,0
user_0009066,41,30,149,149,1,20150503,20150602,0
user_0009066,41,30,149,149,1,20150602,20150702,0
user_0009066,36,30,149,149,1,20150702,20150801,0
user_0009066,40,30,149,149,1,20150801,20150831,0
