msno,city,bd,gender,registered_via,registration_init_time
user_0009255,11,19,male,3,20150101
user_0009256,9,45,,7,20150601
user_0009257,1,28,male,3,20151114
user_0009258,1,23,male,7,20161015
user_0009259,3,28,male,3,20160207
user_0009260,1,15,,4,20150123
user_0009261,13,27,,4,20160420
user_0009262,1,35,,7,20150307
user_0009263,9,39,female,3,20150630
user_0009264,2,21,male,7,20160222
user_0009265,11,30,male,3,20150915
user_0009266,17,35,female,9,20150416
user_0009267,6,25,male,3,20170128
user_0009268,4,0,,3,20160605
user_0009269,6,31,female,3,20150302
user_0009270,2,15,male,4,20151226
user_0009271,16,32,,3,20160918
user_0009272,1,16,,4,20161205
user_0009273,1,2015,female,3,20160320
user_0009274,1,23,,4,20150402
user_0009275,13,32,female,9,20170122
user_0009276,1,30,female,13,20151011
user_0009277,15,47,female,3,20160318
user_0009278,18,20,female,13,20161020
user_0009279,1,35,male,4,20151102
user_0009280,20,39,female,7,20150803
user_0009281,1,0,,13,20170103
user_0009282,10,31,female,3,20151128
user_0009283,1,40,male,4,20160401
user_0009284,1,34,male,9,20160104
user_0009285,12,44,male,4,20160329
user_0009286,11,41,female,9,20160219
user_0009287,16,16,female,9,20160923
user_0009288,19,0,male,13,20150414
user_0009289,1,39,,7,20150920
user_0009290,1,25,female,3,20150130
user_0009291,1,56,female,9,20160331
user_0009292,1,-1,female,3,20160907
user_0009293,1,35,,3,20160822
user_0009294,10,30,male,3,20150827
user_0009295,1,41,female,3,20150616
user_0009296,10,24,female,3,20170108
user_0009297,11,2015,male,7,20150706
user_0009298,1,39,,9,20150406
user_0009299,9,2015,male,3,20160727
user_0009300,7,36,male,3,20150714
user_0009301,14,2015,male,7,20161011
user_0009302,1,31,female,3,20150902
user_0009303,1,39,female,4,20160619
user_0009304,18,42,male,9,20160602
user_0009305,1,-1,male,3,20160502
user_0009306,1,35,female,4,20150422
user_0009307,11,-1,male,3,20150413
user_0009308,1,2015,,7,20160401
user_0009309,1,0,female,3,20161005
user_0009310,1,-1,male,9,20151214
user_0009311,14,27,female,4,20170118
user_0009312,14,37,male,13,20160209
user_0009313,17,32,male,3,20161103
user_0009314,1,36,male,4,20150129
user_0009315,10,22,male,3,20160206
user_0009316,1,-1,male,3,20160610
user_0009317,1,53,male,4,20150407
user_0009318,1,25,,9,20150306
user_0009319,1,30,male,4,20151205
user_0009320,17,15,female,9,20160810
user_0009321,1,35,female,9,20161127
user_0009322,1,32,male,3,20160310
user_0009323,1,23,female,3,20160528
user_0009324,1,0,,9,20160904
user_0009325,19,43,female,7,20150427
user_0009326,1,-1,male,4,20161210
user_0009327,3,1000,female,4,20161224
user_0009328,14,-1,male,4,20150403
user_0009329,5,32,female,3,20160513
user_0009330,10,19,female,3,20160214
user_0009331,11,29,male,3,20160802
user_0009332,1,34,female,3,20150815
user_0009333,8,34,male,3,20150324
user_0009334,1,2015,male,9,20150522
user_0009335,5,2015,female,7,20160404
user_0009336,1,22,male,7,20160604
user_0009337,19,31,male,4,20160825
user_0009338,16,44,female,13,20150301
user_0009339,12,15,male,3,20150503
user_0009340,21,21,female,7,20160704
user_0009341,20,43,female,4,20150729
user_0009342,12,21,female,13,20160420
user_0009343,20,41,male,3,20161023
user_0009344,19,43,male,3,20160602
user_0009345,9,39,female,7,20160209
user_0009346,5,42,female,9,20161113
user_0009347,1,26,,7,20160815
user_0009348,16,26,male,9,20150607
user_0009349,15,29,male,3,20160809
user_0009350,10,34,male,7,20160114
user_0009351,21,30,male,4,20160204
user_0009352,2,36,,9,20160204
user_0009353,17,1000,male,4,20151119
user_0009354,12,30,female,3,20160322
user_0009355,7,44,male,3,20160717
user_0009356,15,26,female,4,20160121
user_0009357,1,2015,male,13,20151014
user_0009358,21,-1,male,7,20161020
user_0009359,17,44,male,7,20160528
user_0009360,1,-1,female,4,20151022
user_0009361,14,2015,male,4,20150311
user_0009362,1,15,,13,20160819
user_0009363,14,1000,female,4,20160720
user_0009364,1,40,male,3,20170128
user_0009365,8,1000,male,9,20160805
user_0009366,1,24,,3,20160205
user_0009367,16,0,,4,20160924
user_0009368,1,-1,,7,20151216
user_0009369,20,1000,,9,20160119
user_0009370,12,33,,3,20150626
user_0009371,1,54,female,7,20160914
user_0009372,14,26,,3,20161201
user_0009373,1,44,female,7,20150618
user_0009374,5,22,female,7,20150615
user_0009375,4,25,female,4,20150114
user_0009376,3,40,,4,20160712
user_0009377,15,31,female,4,20161106
user_0009378,9,27,male,13,20151007
user_0009379,4,31,male,3,20150409
user_0009380,17,30,,4,20161222
user_0009381,19,22,female,3,20150624
user_0009382,1,0,female,4,20160613
user_0009383,16,2015,male,3,20150801
user_0009384,9,2015,male,9,20150714
user_0009385,1,24,male,3,20150118
user_0009386,18,36,male,13,20161008
user_0009387,20,28,female,3,20150629
user_0009388,10,56,,7,20160323
user_0009389,2,1000,female,7,20151103
user_0009390,1,32,male,7,20161202
user_0009391,8,33,male,9,20150509
user_0009392,17,32,female,3,20150731
user_0009393,6,40,female,7,20161201
user_0009394,1,39,female,3,20150312
user_0009395,1,27,female,3,20150212
user_0009396,18,25,male,9,20160317
user_0009397,1,31,female,4,20150809
user_0009398,1,35,male,13,20150413
user_0009399,8,-1,male,9,20150613
user_0009400,6,34,,4,20151031
user_0009401,3,36,male,3,20160213
user_0009402,1,35,female,3,20151220
user_0009403,1,33,male,3,20150303
user_0009404,4,33,male,7,20150115
user_0009405,12,33,female,9,20160217
user_0009406,14,36,male,3,20151024
user_0009407,1,41,male,4,20150506
user_0009408,2,2015,,9,20150723
user_0009409,1,-1,male,7,20160728
user_0009410,9,35,male,4,20150318
user_0009411,13,52,female,13,20151021
user_0009412,13,0,female,4,20160727
user_0009413,9,42,male,3,20151009
user_0009414,3,43,,4,20150704
user_0009415,1,37,male,3,20161014
user_0009416,1,54,male,4,20161211
user_0009417,2,29,male,4,20150505
user_0009418,1,0,male,3,20151205
user_0009419,14,0,male,7,20160127
user_0009420,7,33,female,4,20160124
user_0009421,14,26,,7,20160708
user_0009422,1,39,male,3,20150904
user_0009423,18,34,male,3,20160105
user_0009424,1,50,,7,20160309
user_0009425,11,28,female,3,20170127
user_0009426,20,23,male,4,20160329
user_0009427,1,32,,3,20170127
user_0009428,1,36,female,3,20161125
user_0009429,1,38,male,3,20150302
user_0009430,17,26,,4,20150117
user_0009431,10,15,,7,20161221
user_0009432,19,27,female,3,20150825
user_0009433,1,22,female,3,20161108
user_0009434,12,2015,female,4,20161224
user_0009435,11,-1,male,7,20150323
user_0009436,19,2015,female,3,20160216
user_0009437,15,23,male,3,20160729
user_0009438,16,33,,4,20150901
user_0009439,1,0,female,4,20150914
user_0009440,15,26,male,13,20150410
user_0009441,1,28,male,4,20150719
user_0009442,8,19,male,3,20161004
user_0009443,1,19,male,7,20160207
user_0009444,15,1000,,3,20151101
user_0009445,1,35,male,3,20150303
user_0009446,16,28,male,3,20150217
user_0009447,1,-1,male,7,20160824
user_0009448,10,27,male,3,20160502
user_0009449,1,29,,13,20170102
user_0009450,6,49,female,3,20150531
user_0009451,19,36,male,13,20150810
user_0009452,7,34,male,9,20150714
user_0009453,17,31,male,4,20170121
user_0009454,15,31,male,4,20151127
user_0009455,1,33,male,4,20161216
user_0009456,9,42,female,7,20151123
user_0009457,7,2015,male,3,20151202
user_0009458,1,48,male,3,20151113
user_0009459,9,17,female,3,20151219
user_0009460,15,22,male,4,20160611
user_0009461,7,29,female,3,20160506
user_0009462,4,16,male,9,20150701
user_0009463,12,35,male,4,20150220
user_0009464,17,2015,,3,20170113
user_0009465,6,33,male,3,20150608
user_0009466,17,29,male,3,20150306
user_0009467,9,42,female,3,20160229
user_0009468,1,27,female,3,20150528
user_0009469,1,0,male,7,20151001
user_0009470,18,29,female,3,20150417
user_0009471,3,27,male,9,20160123
user_0009472,1,29,male,13,20161225
user_0009473,1,30,male,9,20150512
user_0009474,11,34,female,3,20160816
user_0009475,11,38,male,9,20161227
user_0009476,1,37,female,4,20150108
user_0009477,2,2015,female,13,20151125
user_0009478,10,29,female,3,20161206
user_0009479,17,0,male,7,20150702
user_0009480,1,27,,7,20160701
user_0009481,1,-1,male,3,20150204
user_0009482,1,21,,7,20160815
user_0009483,13,2015,male,7,20160317
user_0009484,19,22,female,9,20170119
user_0009485,4,38,female,9,20151109
user_0009486,1,25,male,3,20151027
user_0009487,12,-1,male,7,20160604
user_0009488,1,35,female,3,20151126
user_0009489,17,37,male,7,20160612
user_0009490,9,32,male,3,20160323
user_0009491,6,33,male,3,20150220
user_0009492,20,23,female,4,20161109
user_0009493,7,26,female,7,20150320
user_0009494,14,22,female,7,20160816
user_0009495,8,38,,9,20151214
user_0009496,21,30,male,3,20151027
user_0009497,13,35,female,3,20151124
user_0009498,5,15,female,7,20160907
user_0009499,1,2015,male,3,20151118
user_0009500,1,-1,male,9,20150521
user_0009501,19,39,,3,20160205
user_0009502,16,-1,male,7,20160123
user_0009503,16,40,,3,20151203
user_0009504,16,24,male,9,20160406
user_0009505,10,28,female,3,20161004
user_0009506,13,33,female,4,20161227
user_0009507,13,45,male,4,20160327
user_0009508,1,29,female,3,20150619
user_0009509,14,26,male,4,20150814
user_0009510,1,46,male,4,20150924
user_0009511,19,49,,9,20151102
user_0009512,1,30,female,13,20150919
user_0009513,1,41,,9,20150626
user_0009514,6,37,female,7,20161203
user_0009515,4,35,male,3,20160307
user_0009516,1,31,female,3,20150314
user_0009517,1,30,male,3,20161024
user_0009518,18,0,male,3,20151103
user_0009519,2,29,male,9,20160508
user_0009520,15,19,male,3,20151101
user_0009521,1,29,male,3,20161202
user_0009522,17,28,female,4,20150109
user_0009523,1,34,female,3,20160729
user_0009524,19,28,male,3,20160322
user_0009525,1,36,male,3,20160326
user_0009526,19,28,,4,20150209
user_0009527,1,51,male,3,20160922
user_0009528,8,21,male,3,20160622
user_0009529,5,27,female,9,20160524
user_0009530,7,18,male,7,20150828
user_0009531,19,27,male,7,20150111
user_0009532,10,19,male,3,20160608
user_0009533,14,25,male,13,20160508
user_0009534,1,36,,9,20160804
user_0009535,19,36,male,4,20160810
user_0009536,8,25,female,3,20160118
user_0009537,15,0,female,9,20160811
user_0009538,21,45,female,3,20160326
user_0009539,14,21,female,4,20150805
user_0009540,1,45,male,9,20150131
user_0009541,1,30,male,9,20150516
user_0009542,1,34,male,13,20150721
user_0009543,6,24,male,4,20150101
user_0009544,20,35,male,3,20160918
user_0009545,7,34,female,3,20150624
user_0009546,1,31,female,3,20160323
user_0009547,1,23,female,4,20150525
user_0009548,15,41,male,7,20150807
user_0009549,1,34,,13,20150807
user_0009550,1,34,female,3,20151223
user_0009551,17,46,female,3,20150317
user_0009552,1,0,male,3,20170112
user_0009553,20,0,female,9,20150520
user_0009554,16,42,female,4,20161228
user_0009555,18,40,female,3,20150406
user_0009556,6,29,female,4,20150212
user_0009557,1,32,female,4,20150701
user_0009558,5,16,male,9,20160615
user_0009559,10,38,female,3,20151101
user_0009560,1,35,,4,20161219
user_0009561,1,-1,female,4,20160911
user_0009562,1,29,male,3,20150304
user_0009563,1,1000,male,3,20161128
user_0009564,14,49,female,3,20160802
user_0009565,1,29,female,4,20160324
user_0009566,1,0,,4,20161021
user_0009567,1,39,male,7,20160125
user_0009568,14,29,female,9,20150410
user_0009569,1,1000,male,3,20160107
user_0009570,14,23,female,13,20160510
user_0009571,1,47,female,4,20161217
user_0009572,2,-1,male,9,20161002
user_0009573,1,43,,3,20161106
user_0009574,13,34,female,7,20160424
user_0009575,1,29,,7,20160429
user_0009576,20,43,male,3,20150310
user_0009577,6,0,female,9,20150922
user_0009578,1,40,,3,20170125
user_0009579,11,33,female,4,20161002
user_0009580,1,32,female,3,20170104
user_0009581,1,28,female,4,20161223
user_0009582,1,33,male,3,20150630
user_0009583,8,19,male,7,20160114
user_0009584,4,31,male,7,20160308
user_0009585,1,2015,female,4,20150527
user_0009586,1,25,male,9,20151217
user_0009587,1,21,,4,20160105
user_0009588,1,22,male,7,20160106
user_0009589,4,33,female,4,20150909
user_0009590,4,15,female,9,20160621
user_0009591,9,34,female,3,20150225
user_0009592,1,32,female,9,20160521
user_0009593,1,34,male,3,20160504
user_0009594,1,43,female,9,20150808
user_0009595,1,31,,3,20160403
user_0009596,1,50,male,7,20150810
user_0009597,13,36,,3,20160315
user_0009598,1,28,,9,20150406
user_0009599,10,33,,3,20150316
user_0009600,19,39,,3,20150729
user_0009601,1,20,,9,20160524
user_0009602,2,35,male,4,20150910
user_0009603,16,28,female,9,20151117
user_0009604,2,34,female,9,20150509
user_0009605,19,27,female,3,20150906
user_0009606,1,39,male,3,20160811
user_0009607,1,42,female,7,20150909
user_0009608,1,31,,9,20161115
user_0009609,21,-1,male,3,20151207
user_0009610,8,38,male,9,20150211
user_0009611,1,39,male,3,20160211
user_0009612,13,0,,7,20161011
user_0009613,14,40,male,7,20160901
user_0009614,18,26,female,4,20160807
user_0009615,2,29,,4,20160327
user_0009616,19,32,female,3,20160505
user_0009617,1,1000,male,4,20150128
user_0009618,6,22,,4,20160802
user_0009619,19,35,female,3,20151202
user_0009620,1,36,female,3,20160301
user_0009621,1,37,female,4,20160624
user_0009622,1,19,female,3,20160427
user_0009623,2,39,male,3,20151010
user_0009624,19,19,male,3,20160404
user_0009625,12,39,female,3,20150201
user_0009626,13,44,,9,20160528
user_0009627,18,28,female,3,20161225
user_0009628,1,42,,7,20160101
user_0009629,1,1000,female,3,20160201
user_0009630,1,37,male,7,20150901
user_0009631,12,16,female,13,20150520
user_0009632,21,32,male,7,20150531
user_0009633,7,27,female,7,20161216
user_0009634,11,27,male,4,20160702
user_0009635,1,29,,4,20150208
user_0009636,19,29,male,9,20160603
user_0009637,1,28,male,3,20150223
user_0009638,5,35,,4,20151126
user_0009639,9,1000,male,7,20150410
user_0009640,1,30,female,3,20160528
user_0009641,4,25,female,4,20150528
user_0009642,1,15,,3,20150913
user_0009643,17,24,female,7,20160329
user_0009644,14,44,male,3,20150722
user_0009645,10,15,female,3,20161211
user_0009646,1,-1,male,3,20150809
user_0009647,14,27,male,7,20151005
user_0009648,18,33,female,4,20161205
user_0009649,5,30,male,13,20161128
user_0009650,1,42,male,9,20150801
user_0009651,11,37,male,13,20150725
user_0009652,6,26,male,7,20150325
user_0009653,1,19,male,3,20150903
user_0009654,2,37,female,3,20160118
user_0009655,14,39,male,3,20160217
user_0009656,6,1000,female,3,20151024
user_0009657,19,42,male,4,20160928
user_0009658,14,33,male,9,20150907
user_0009659,12,35,male,4,20160604
user_0009660,15,26,male,3,20160214
user_0009661,10,30,,7,20151017
user_0009662,7,48,female,13,20150128
user_0009663,6,31,male,4,20150809
user_0009664,1,20,female,3,20150309
user_0009665,10,29,male,7,20150918
user_0009666,21,1000,female,4,20161106
user_0009667,1,25,female,9,20161028
user_0009668,17,21,male,7,20150103
user_0009669,1,42,female,9,20150826
user_0009670,3,27,,3,20160623
user_0009671,19,30,male,7,20150512
user_0009672,5,40,female,7,20150817
user_0009673,1,1000,male,7,20150721
user_0009674,5,0,female,3,20160320
user_0009675,6,22,female,4,20151027
user_0009676,1,40,,3,20150507
user_0009677,8,28,,7,20161227
user_0009678,7,44,male,3,20170105
user_0009679,4,57,female,3,20151229
user_0009680,1,23,male,13,20160530
user_0009681,10,32,female,7,20161030
user_0009682,15,23,female,3,20150423
user_0009683,10,42,male,3,20161111
user_0009684,14,31,male,4,20150228
user_0009685,1,60,female,3,20160324
user_0009686,1,40,,3,20150604
user_0009687,4,34,female,13,20160709
user_0009688,2,21,male,3,20160728
user_0009689,1,35,female,7,20150413
user_0009690,1,35,,7,20150730
user_0009691,1,20,female,7,20151113
user_0009692,21,25,female,3,20160130
user_0009693,15,45,female,3,20150323
user_0009694,2,39,female,7,20161209
user_0009695,1,22,female,13,20150324
user_0009696,1,33,male,4,20150424
user_0009697,1,36,female,3,20160108
user_0009698,14,30,female,4,20160901
user_0009699,3,46,male,3,20160926
user_0009700,2,0,,3,20160122
user_0009701,12,16,,7,20150308
user_0009702,17,41,male,3,20150502
user_0009703,21,30,male,4,20150126
user_0009704,3,15,female,7,20150314
user_0009705,7,31,male,3,20160929
user_0009706,20,45,male,3,20160213
user_0009707,1,35,female,13,20151208
user_0009708,6,41,female,9,20160702
user_0009709,17,24,male,9,20150404
user_0009710,16,37,,4,20161205
user_0009711,12,32,male,4,20161113
user_0009712,14,35,female,3,20160322
user_0009713,20,-1,,3,20160222
user_0009714,1,38,male,3,20161119
user_0009715,16,44,male,4,20160726
user_0009716,21,50,male,4,20160605
user_0009717,4,28,female,3,20161127
user_0009718,10,35,male,3,20150203
user_0009719,10,28,,4,20150412
user_0009720,15,35,female,3,20150624
user_0009721,18,23,,3,20150428
user_0009722,7,39,female,3,20161031
user_0009723,15,-1,male,9,20161214
user_0009724,6,28,female,7,20150223
user_0009725,20,-1,male,4,20150903
user_0009726,1,37,female,3,20150606
user_0009727,1,34,,4,20160324
user_0009728,1,37,female,3,20151204
user_0009729,7,29,female,3,20160223
user_0009730,1,35,male,4,20150305
user_0009731,6,39,,3,20150615
user_0009732,1,-1,female,4,20150925
user_0009733,1,43,male,4,20150815
user_0009734,1,38,,3,20151225
user_0009735,18,32,,3,20150326
user_0009736,17,36,,4,20151101
user_0009737,1,40,female,9,20160126
user_0009738,14,41,male,3,20170106
user_0009739,12,-1,female,4,20160424
user_0009740,4,38,,3,20151023
user_0009741,1,39,,4,20150113
user_0009742,1,25,male,13,20161019
user_0009743,1,46,female,7,20160918
user_0009744,20,43,female,3,20150910
user_0009745,3,47,female,4,20150713
user_0009746,1,44,male,13,20151007
user_0009747,6,50,female,9,20160206
user_0009748,2,27,male,4,20160915
user_0009749,16,31,male,4,20150219
user_0009750,15,26,female,4,20150307
user_0009751,12,27,female,3,20150909
user_0009752,1,30,,13,20150211
user_0009753,1,28,male,3,20150311
user_0009754,2,29,male,3,20160808
user_0009755,13,36,male,3,20160324
user_0009756,9,28,female,13,20151106
user_0009757,2,22,male,9,20150902
user_0009758,21,46,female,7,20150112
user_0009759,13,23,female,4,20161129
user_0009760,10,15,male,4,20150320
user_0009761,1,30,female,3,20150411
user_0009762,1,28,female,9,20150222
user_0009763,10,0,female,4,20160218
user_0009764,10,23,male,9,20161108
user_0009765,1,34,female,7,20161228
user_0009766,3,25,,7,20150903
user_0009767,1,15,male,7,20150808
user_0009768,15,18,female,7,20160718
user_0009769,1,22,female,9,20161024
user_0009770,1,2015,male,7,20161125
user_0009771,2,22,female,3,20170124
user_0009772,1,40,male,3,20160727
user_0009773,19,27,male,3,20150305
user_0009774,20,-1,female,9,20170101
user_0009775,11,38,male,4,20160215
user_0009776,18,38,,3,20160204
user_0009777,3,35,female,4,20151114
user_0009778,1,48,female,9,20160613
user_0009779,20,28,,9,20160101
user_0009780,1,26,,13,20150102
user_0009781,1,1000,,9,20160911
user_0009782,1,29,,3,20150110
user_0009783,1,24,female,4,20160828
user_0009784,1,22,female,7,20160922
user_0009785,5,42,female,7,20150717
user_0009786,2,32,female,3,20150219
user_0009787,14,34,,3,20160315
user_0009788,7,45,male,9,20150817
user_0009789,7,41,male,7,20161229
user_0009790,1,35,female,9,20150413
user_0009791,13,15,male,4,20150626
user_0009792,1,0,female,3,20150827
user_0009793,13,24,female,9,20150528
user_0009794,1,-1,male,7,20150909
user_0009795,1,29,female,7,20160303
user_0009796,14,25,female,3,20150906
user_0009797,12,34,male,3,20151102
user_0009798,7,39,female,7,20161017
user_0009799,20,19,female,9,20150808
user_0009800,20,29,male,3,20160508
user_0009801,1,2015,male,9,20160813
user_0009802,5,23,,3,20160830
user_0009803,3,34,,4,20161225
user_0009804,16,27,,3,20150803
user_0009805,3,36,,4,20150709
user_0009806,1,-1,male,3,20160925
user_0009807,18,0,female,4,20150405
user_0009808,1,22,female,4,20160516
user_0009809,3,15,male,4,20151212
user_0009810,1,28,male,3,20150422
user_0009811,8,22,male,7,20160209
user_0009812,19,45,male,3,20160722
user_0009813,7,32,,13,20161101
user_0009814,17,48,,3,20150416
user_0009815,6,23,,3,20161227
user_0009816,17,40,female,3,20150329
user_0009817,19,31,male,4,20160213
user_0009818,9,22,male,4,20160912
user_0009819,15,31,female,7,20160509
user_0009820,1,18,,3,20161005
user_0009821,5,31,female,4,20160303
user_0009822,11,41,,4,20150805
user_0009823,1,35,female,13,20150104
user_0009824,10,41,male,9,20150623
user_0009825,19,0,male,4,20160306
user_0009826,15,26,female,3,20161012
user_0009827,13,35,female,3,20160608
user_0009828,1,35,,7,20151009
user_0009829,1,31,,4,20150923
user_0009830,1,15,female,4,20161001
user_0009831,16,32,,7,20160413
user_0009832,13,30,male,4,20160907
user_0009833,14,30,male,7,20151118
user_0009834,1,0,male,3,20160506
user_0009835,14,42,female,3,20161128
user_0009836,1,-1,male,9,20150709
user_0009837,11,25,male,4,20151230
user_0009838,21,41,female,13,20161221
user_0009839,1,2015,male,3,20160305
user_0009840,7,31,male,13,20150728
user_0009841,21,31,,3,20150513
user_0009842,20,26,female,7,20150511
user_0009843,11,36,,4,20160707
user_0009844,4,42,female,3,20151114
user_0009845,1,39,male,3,20151218
user_0009846,1,27,,4,20151205
user_0009847,1,32,male,4,20150427
user_0009848,5,30,female,4,20150411
user_0009849,14,1000,female,3,20160126
user_0009850,11,37,,13,20170103
user_0009851,6,34,female,3,20150612
user_0009852,18,36,male,7,20160212
user_0009853,7,31,male,13,20150922
user_0009854,12,30,male,13,20170110
user_0009855,9,0,female,3,20150802
user_0009856,14,41,male,9,20150908
user_0009857,20,24,,4,20160125
user_0009858,17,30,female,7,20160406
user_0009859,1,38,female,3,20160309
user_0009860,14,25,male,3,20161120
user_0009861,1,46,male,4,20160828
user_0009862,1,32,male,9,20160325
user_0009863,21,29,female,4,20160127
user_0009864,21,1000,,13,20160619
user_0009865,16,35,female,7,20161031
user_0009866,1,22,male,3,20150216
user_0009867,18,44,female,13,20160927
user_0009868,10,0,female,3,20160828
user_0009869,8,2015,female,3,20150204
user_0009870,13,-1,,4,20160329
user_0009871,10,2015,,13,20150922
user_0009872,18,40,female,3,20160921
user_0009873,18,0,male,3,20150317
user_0009874,19,25,male,3,20160829
user_0009875,1,36,female,3,20161022
user_0009876,18,41,female,4,20160821
user_0009877,1,15,male,4,20150201
user_0009878,1,47,male,4,20151204
user_0009879,4,2015,male,3,20150703
user_0009880,1,-1,,4,20161116
user_0009881,5,49,female,4,20160322
user_0009882,6,35,female,13,20160623
user_0009883,1,30,male,3,20150404
user_0009884,1,35,,7,20150504
user_0009885,15,52,male,4,20161216
user_0009886,8,31,,7,20150816
user_0009887,5,35,female,7,20150724
user_0009888,15,32,female,13,20161111
user_0009889,1,46,male,7,20150324
user_0009890,1,36,male,3,20160209
user_0009891,14,27,male,4,20150404
user_0009892,1,16,male,9,20150423
user_0009893,17,50,,3,20151110
user_0009894,4,28,,13,20150315
user_0009895,14,39,male,4,20160102
user_0009896,13,1000,male,13,20160406
user_0009897,8,28,female,3,20160408
user_0009898,1,2015,male,9,20160223
user_0009899,8,32,female,4,20150317
user_0009900,1,24,male,3,20161126
user_0009901,1,41,female,4,20150513
user_0009902,9,1000,female,3,20150214
user_0009903,1,27,female,3,20150825
user_0009904,21,2015,female,9,20150719
user_0009905,1,33,,4,20150220
user_0009906,3,26,male,3,20160104
user_0009907,6,2015,male,3,20150306
user_0009908,1,-1,male,3,20160204
user_0009909,11,15,male,3,20150920
user_0009910,1,17,male,4,20150221
user_0009911,20,37,male,3,20151011
user_0009912,6,0,male,3,20160710
user_0009913,12,-1,female,4,20160718
user_0009914,1,16,female,9,20151102
user_0009915,21,24,female,9,20170112
user_0009916,1,23,female,13,20160208
user_0009917,5,42,female,3,20150429
user_0009918,20,35,male,3,20150711
user_0009919,1,-1,female,9,20160721
user_0009920,7,32,female,7,20161114
user_0009921,15,25,female,3,20150129
user_0009922,8,15,,4,20160404
user_0009923,1,28,female,13,20150522
user_0009924,1,2015,,9,20160521
user_0009925,1,48,,13,20150218
user_0009926,7,30,,4,20160801
user_0009927,18,22,male,3,20150217
user_0009928,11,33,male,4,20150422
user_0009929,7,34,male,3,20150514
user_0009930,5,35,female,3,20160425
user_0009931,14,1000,female,3,20160220
user_0009932,17,36,female,3,20160809
user_0009933,5,57,male,3,20160812
user_0009934,20,40,,3,20170105
user_0009935,3,23,female,7,20161116
user_0009936,12,51,female,7,20170119
user_0009937,21,36,female,3,20161130
user_0009938,1,28,female,9,20161006
user_0009939,1,30,female,9,20150830
user_0009940,13,33,,13,20161030
user_0009941,2,38,male,3,20161003
user_0009942,1,15,female,7,20151208
user_0009943,1,25,male,4,20160324
user_0009944,1,22,female,7,20151225
user_0009945,2,46,male,9,20160525
user_0009946,16,25,female,3,20160414
user_0009947,6,22,female,9,20160602
user_0009948,1,42,male,9,20160407
user_0009949,13,51,male,7,20150712
user_0009950,1,46,female,4,20151201
user_0009951,4,39,male,4,20161215
user_0009952,1,37,,3,20160608
user_0009953,1,-1,male,7,20151008
user_0009954,1,30,male,4,20160728
user_0009955,20,23,female,4,20150314
user_0009956,1,1000,female,7,20160316
user_0009957,1,27,male,3,20160107
user_0009958,9,17,female,3,20160607
user_0009959,1,31,female,3,20160306
user_0009960,17,2015,male,3,20161101
user_0009961,20,22,female,9,20160306
user_0009962,1,18,female,3,20170130
user_0009963,21,1000,female,3,20160327
user_0009964,15,17,male,7,20160823
user_0009965,20,-1,male,3,20170114
user_0009966,16,32,female,9,20160807
user_0009967,21,30,male,9,20160217
user_0009968,20,33,male,4,20150901
user_0009969,21,48,male,4,20160804
user_0009970,1,32,male,9,20160318
user_0009971,6,42,,13,20160711
user_0009972,1,15,female,7,20160718
user_0009973,1,55,male,4,20160226
user_0009974,1,28,male,3,20150412
user_0009975,16,51,female,7,20160321
user_0009976,1,40,female,7,20160603
user_0009977,1,27,,7,20161112
user_0009978,15,27,,3,20150716
user_0009979,1,47,,9,20150704
user_0009980,16,2015,,4,20150728
user_0009981,1,36,male,4,20160808
user_0009982,1,22,female,3,20151222
user_0009983,1,37,male,3,20151022
user_0009984,7,0,female,7,20150427
user_0009985,1,26,male,3,20160519
user_0009986,1,23,female,9,20160813
user_0009987,1,0,female,3,20170124
user_0009988,19,29,female,3,20150520
user_0009989,20,0,female,9,20151123
user_0009990,9,-1,male,4,20150620
user_0009991,1,16,,13,20160915
user_0009992,14,38,male,4,20150127
user_0009993,6,23,female,13,20151116
user_0009994,11,0,male,3,20150204
user_0009995,5,44,female,3,20150708
user_0009996,3,38,male,3,20151019
user_0009997,9,30,male,9,20150504
user_0009998,1,37,female,4,20150517
user_0009999,1,29,female,7,20161102
user_0010000,1,15,male,4,20161223
user_0010001,3,21,female,13,20170111
user_0010002,16,30,male,9,20150304
user_0010003,19,33,female,4,20160801
user_0010004,16,35,male,3,20150227
user_0010005,2,42,male,4,20150920
user_0010006,16,36,female,4,20150113
user_0010007,18,48,male,3,20161215
user_0010008,9,40,male,7,20161025
user_0010009,8,39,male,9,20160103
user_0010010,5,29,,9,20151020
user_0010011,3,23,,3,20160113
user_0010012,19,27,female,3,20150124
user_0010013,1,2015,male,7,20161027
user_0010014,9,0,,7,20160627
user_0010015,11,25,,9,20150114
user_0010016,7,39,female,9,20160105
user_0010017,16,33,female,3,20160716
user_0010018,1,43,male,3,20150223
user_0010019,11,2015,female,3,20151119
user_0010020,16,24,male,3,20160710
user_0010021,7,41,male,3,20160821
user_0010022,3,26,female,7,20150702
user_0010023,2,56,male,4,20150919
user_0010024,8,36,male,7,20150707
user_0010025,1,21,male,9,20150509
user_0010026,19,15,male,4,20160210
user_0010027,6,30,male,9,20160401
user_0010028,21,2015,female,9,20150825
user_0010029,21,30,male,4,20160411
user_0010030,6,0,male,7,20161005
user_0010031,1,-1,male,4,20151025
user_0010032,18,-1,male,4,20160319
